################################################################################
# Energy contributions calculated from NNP.
################################################################################
# Col  Name      Description
################################################################################
# 1    conf      Configuration index (starting with 1).
# 2    index     Atom index (starting with 1).
# 3    Z         Nuclear charge of atom.
# 4    Qref      Reference atomic charge.
# 5    Qnnp      NNP atomic charge.
# 6    Eref_atom Reference atomic energy contribution.
# 7    Ennp_atom Atomic energy contribution (physical units, no mean or offset energy added).
#############################################################################################################################
#        1          2   3                        4                        5                        6                        7
#     conf      index   Z                     Qref                     Qnnp                Eref_atom                Ennp_atom
#############################################################################################################################
         1         44   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7399125610863750E-01
         1         45   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6528081083971381E-01
         1         46   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7408800949268857E-01
         1         47   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7392655060767739E-01
         1         48   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6523854950820694E-01
         1         49   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7399104869559695E-01
         1         50   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7383604727711913E-01
         1         51   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7395596665633367E-01
         1         52   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7406667067303075E-01
         1         53   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6551199443887811E-01
         1         54   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7392315592099572E-01
         1         55   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7383338911435781E-01
         1         56   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7391456275741290E-01
         1         57   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6557787229965444E-01
         1         58   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7382771345486603E-01
         1         59   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6521102789419102E-01
         1         60   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7405929730413083E-01
         1         61   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386776152742311E-01
         1         62   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6543236765207615E-01
         1         63   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7399272432385679E-01
         1         64   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7381466414571917E-01
         1         65   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7382496598335095E-01
         1         66   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7372854580758451E-01
         1         67   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6548486272466052E-01
         1         68   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7391689621378814E-01
         1         69   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7401925723044959E-01
         1         70   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6573550288782908E-01
         1         71   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6541813898737430E-01
         1         72   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7374701293912387E-01
         1         73   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7394674321204670E-01
         1         74   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6560147374561125E-01
         1         75   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7388533705565665E-01
         1         76   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7384399411483759E-01
         1         77   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7358527207257685E-01
         1         78   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7378943791987295E-01
         1         79   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6558992787719463E-01
         1         80   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7372860914210436E-01
         1         81   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7387428342957215E-01
         1         82   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6571760679072612E-01
         1         83   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6548452257092129E-01
         1         84   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7394582230917807E-01
         1         85   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390447617801838E-01
         1         86   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6582980018670119E-01
         1         87   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7374090674712814E-01
         1         88   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7391980008798830E-01
         1         89   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7376771286859827E-01
         1         90   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386111209256339E-01
         1         91   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6527829718542948E-01
         1         92   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7388183382773714E-01
         1         93   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7396973538979790E-01
         1         94   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6576227069132583E-01
         1         95   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6519490207970040E-01
         1         96   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7416413027022179E-01
         1         97   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7384591450094933E-01
         1         98   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6559923951303636E-01
         1         99   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7394271393876687E-01
         1        100   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7377025546241145E-01
         1        101   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6562173448905483E-01
         1        102   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7384726615034685E-01
         1        103   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7374116793650249E-01
         1        104   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6532788574931457E-01
         1        105   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7398765532904084E-01
         1        106   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7385592706939465E-01
         1        107   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6531911825858332E-01
         1        108   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7388700631387685E-01
         1        109   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390166171071864E-01
         1        110   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6544662834335101E-01
         1        111   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7389753420661722E-01
         1        112   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7379893315091907E-01
         1        113   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6525503168725870E-01
         1        114   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7403188160246794E-01
         1        115   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7399122695298871E-01
         1        116   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6558388708790723E-01
         1        117   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7372115746966671E-01
         1        118   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7391141900130513E-01
         1        119   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7375565331922266E-01
         1        120   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6555988905047537E-01
         1        121   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386997507918181E-01
         1        122   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7394298384511941E-01
         1        123   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6556876060443788E-01
         1        124   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7385118283052592E-01
         1        125   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6543372016061526E-01
         1        126   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7402090275050985E-01
         1        127   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7378918199236004E-01
         1        128   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6544071931399202E-01
         1        129   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7398026892607860E-01
         1        130   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7383449697682993E-01
         1        131   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6569264006056956E-01
         1        132   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7377789944741245E-01
         1        133   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7360340390531481E-01
         1        134   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6540235122807868E-01
         1        135   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7379672042053124E-01
         1        136   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7403043247759264E-01
         1        137   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7392845968327950E-01
         1        138   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6558026418169554E-01
         1        139   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7379429269451124E-01
         1        140   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386263064345994E-01
         1        141   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6564150839795295E-01
         1        142   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7391413223671814E-01
         1        143   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6541963473095368E-01
         1        144   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7395206354395013E-01
         1        145   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7396109777618621E-01
         1        146   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7398271809301771E-01
         1        147   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7400642650736298E-01
         1        148   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6602184103023927E-01
         1        149   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7367495405211580E-01
         1        150   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7360676438369044E-01
         1        151   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6536408663350844E-01
         1        152   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6556506650343390E-01
         1        153   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7399220131920157E-01
         1        154   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7374058414660573E-01
         1        155   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7378153512089409E-01
         1        156   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6535098026289875E-01
         1        157   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7391275035003451E-01
         1        158   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7394331377377176E-01
         1        159   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6543690723117472E-01
         1        160   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390778086321221E-01
         1        161   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7388781036493925E-01
         1        162   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6542656966152182E-01
         1        163   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7385266734060942E-01
         1        164   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7393857284538974E-01
         1        165   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7385952505410743E-01
         1        166   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7388221480151833E-01
         1        167   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7396069160070937E-01
         1        168   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6549364429344755E-01
         1        169   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7380835040217060E-01
         1        170   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6543131588475108E-01
         1        171   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7392938796124202E-01
         1        172   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6546468382815472E-01
         1        173   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7393221956331281E-01
         1        174   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7392158062006483E-01
         1        175   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6531191250841227E-01
         1        176   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7392088862226474E-01
         1        177   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386299049444418E-01
         1        178   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7373122776996902E-01
         1        179   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7384812065063462E-01
         1        180   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6547371974731480E-01
         1        181   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7397230157732144E-01
         1        182   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7379910488954509E-01
         1        183   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6573020662590533E-01
         1        184   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7369347523405626E-01
         1        185   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7369673609185726E-01
         1        186   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7398019160841768E-01
         1        187   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7399979178005587E-01
         1        188   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6544448480855474E-01
         1        189   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7395094324189486E-01
         1        190   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7388328349362495E-01
         1        191   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7389788296628725E-01
         1        192   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7380950226591893E-01
         1        193   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6551353568677353E-01
         1        194   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7386074113672162E-01
         1        195   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6562950570117186E-01
         1        196   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7388539167381842E-01
         1        197   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7371234513161271E-01
         1        198   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7384448598104638E-01
         1        199   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7389969981679343E-01
         1        200   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6546818251425656E-01
         1        201   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7369362981735204E-01
         1        202   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7394813679462245E-01
         1        203   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6551704777859523E-01
         1        204   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7382541736488630E-01
         1        205   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6529234963160484E-01
         1        206   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390493339097363E-01
         1        207   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7403435051645669E-01
         1        208   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7379174965473762E-01
         1        209   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7377310628609682E-01
         1        210   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6526190047308910E-01
         1        211   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7398633775738134E-01
         1        212   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7403101441276950E-01
         1        213   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7380638342330135E-01
         1        214   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7371940272523045E-01
         1        215   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6560075908408468E-01
         1        216   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6549497169441081E-01
         1        217   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7385515659378500E-01
         1        218   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7383903129216832E-01
         1        219   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7371224286294826E-01
         1        220   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6530652116841411E-01
         1        221   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390394548517321E-01
         1        222   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7401283815025276E-01
         1        223   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6548453918824592E-01
         1        224   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390381428631851E-01
         1        225   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7393647939524401E-01
         1        226   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7389313094938652E-01
         1        227   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7371718385344190E-01
         1        228   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7383803367198089E-01
         1        229   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6541691763986395E-01
         1        230   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7384296478584274E-01
         1        231   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7390172175095395E-01
         1        232   8   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -3.6524730785176657E-01
         1        233   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7400261541926071E-01
         1        234   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7400198521540150E-01
         1        235   1   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00  -1.7370642351045268E-01
